space,algorithm,k,bootstrap_ari_median,bootstrap_ari_q25,bootstrap_ari_q75,silhouette,criterion,share_uncertain,min_cluster_frac,n,n_components,selection_score
endocrine,kmeans,2,0.9152665961200684,0.830109973365122,0.9455862692433126,0.25929142125102506,-6702.925225193943,,0.3021978021978022,1092,5,1.9351789028656494
endocrine,kmeans,4,0.9138986160339069,0.8564325703829148,0.9359085962583941,0.2891086582516334,-4405.857766454536,,0.11996336996336997,1092,5,1.9073332461753152
endocrine,kmeans,3,0.9069561076154432,0.8871445665052766,0.9201268446383841,0.295923642534655,-5216.999634508986,,0.12728937728937728,1092,5,1.9005187251429025
